FACILITY ID,WDID,FACILITY NAME,PROGRAM CATEGORY,Reclassification,COMMUNITY TYPE,FEDERAL FACILITY,GW ASSESSMENT,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT
630709,5SSO10941,El Dorado Hills CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631960,3SSO10265,El Estero CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631992,4SSO10385,El Monte City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631509,5SSO10735,El Portal CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
715882,5SSO11520,El Rancho CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631993,4SSO10386,El Segundo City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256423,8SSO10570,El Toro Water District R8 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256450,9SSO10570,El Toro Water District R9 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256451,"9 000000803	",Elsinore Valley (Southern) Sewage Collection System,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645137,3SSO11426,Embarcadero Municipal Improvement District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631619,9SSO10664,Emerald Bay Service District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
726487,6SSO18093,Emerald Bay State Park CS - Eagle Point,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
752092,2SSO10227,Emerald Lake Heights SMD,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630872,2SSO10133,Emeryville City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630712,5SSO10944,Escalon Treatment Plant CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630713,5SSO10945,Esparto Csd CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630392,1SSO10025,Etna CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630378,1SSO10014,Eureka City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630393,#N/A,Eureka City Elk River CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
655404,5SSO11226,Exeter CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
752093,2SSO10228,Fair Oaks SMD,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631615,9SSO10666,Fairbanks Ranch CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630874,2SSO10134,"Fairfield, Unincorporated Area CS",SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
644936,5SSO11451,Fairway Pines CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631612,9SSO10667,Fallbrook PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
651039,5SSO11227,Farmersville WWTP CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630394,1SSO10027,Ferndale City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
823771,1SSO10100,Fieldbrook Glendale CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
735154,4SSO11540,Fillmore Sewage CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
657801,5SSO11285,Firebaugh CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
757488,5SSO11657,Florin Road Sewer,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631111,5SSO11192,Folsom State Prison CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
646700,8SSO11477,Fontana City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631490,5SSO10730,Ford City-Taft Heights CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630718,5SSO10949,Forest Meadows CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630395,1SSO10028,Forestville Water District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630379,1SSO11467,Fort Bragg City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630402,1SSO10030,Fort Jones City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630403,1SSO10031,Fortuna City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630878,2SSO10135,Foster City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256408,8SSO10572,Fountain Valley City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
708668,5SSO11286,Franklin CWD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631968,3SSO10267,Freedom Co Sanitation District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
706798,5SSO11292,Fresno Co 30-El Porvenir CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
706799,5SSO11295,Fresno Co 31B-Shaver Lake CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712234,5SSO11293,Fresno Co 32-Cantua Creek CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
706800,5SSO11296,Fresno Co 34-Millerton New Town CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712165,5SSO11288,Fresno Co 38-Sky Harbour CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712235,5SSO11290,Fresno Co 40-Shaver Springs CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712164,5SSO11297,Fresno Co 41-Shaver Lake CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645323,5SSO11305,Fresno Co 44-D MONTE VERDE ESTATES CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712167,5SSO11291,Fresno Co 44A-Millerton Lake MHV CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
712171,5SSO11289,Fresno Co 47-Quail Lake CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630881,2SSO10136,Fssd Subregional CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256409,8SSO10573,Fullerton City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630720,5SSO10951,Galt CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630404,1SSO10032,Garberville CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256400,8SSO10574,Garden Grove City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631994,4SSO10387,Gardena City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645072,2SSO11411,Garin Regional Park CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630721,5SSO10952,Gayla Manor CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631251,5SSO10815,Gerber CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631804,3SSO10340,Gilroy CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
797571,8SSO18107,Glen Helen Regional Park CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
631996,4SSO10388,Glendale City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631997,4SSO10389,Glendora City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630722,5SSO10953,Glory Hole Recreation Area CS,SSO,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
630725,5SSO10954,Gold Ridge Forest Unit 3 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630949,2SSO10160,Golden Gate National Rec Area CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
631975,3SSO10270,Goleta Sanitary District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645317,3SSO11465,Goleta West SD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645277,5SSO11228,Goshen CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630886,2SSO10138,Granada Community Services District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
755929,5SSO11676,Grant Grove CS,SSO,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
630733,5SSO10958,Grass Valley City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630413,1SSO10033,Graton CSD Graton CSA No. 2 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632013,3SSO10272,"Greenfield, City Of CS",SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631262,5SSO10820,Gridley CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
748031,5SSO11112,Grizzly Ranch CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630742,5SSO10961,Groveland CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631906,3SSO10249,Grover Beach City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631909,3SSO10250,Guadalupe City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630415,1SSO10035,Gualala CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645281,5SSO11300,Gustine CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631608,9SSO10668,HARRF Disch To San Elijo OO CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630890,2SSO10139,Half Moon Bay CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630749,5SSO10964,Hammonton Gold Village CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630751,5SSO10965,Hangtown Creek CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630416,1SSO10036,Happy Camp SD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
873482,9SSO18116,Harmony Grove Village CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631998,4SSO10390,Hawaiian Gardens City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631999,4SSO10391,Hawthorne City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
779266,1SSO11611,Hayfork CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630894,2SSO10140,Hayward City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630417,1SSO10037,Healdsburg City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
716694,3SSO11521,Hearst Monument State Park CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
631203,7SSO10527,Heber CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
705097,6SSO11506,Helendale CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645090,8SSO11418,Hemet City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630898,2SSO10141,Hercules City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632026,3SSO10275,Heritage Ranch CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
230784,6SSO18106,Herlong Public Utility District,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
643379,8SSO11381,Herman G. Stark Youth Correctional Facility CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632000,4SSO10392,Hermosa Beach City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
864352,7SSO18114,Hi-Desert Water District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
644943,4SSO11439,Hidden Hills CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630757,5SSO10967,Hidden Valley Lake CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631112,6SSO11193,High Desert State Prison CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645098,5SSO11301,Hilmar CWD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630870,6SSO11147,Hilton Creek Csd Package CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631085,5SSO11099,Hodgdon Meadow CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
644755,3SSO11408,Hollister Municipal Sewer System CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631551,8SSO10577,Home Garden Sanitary District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630904,2SSO10143,Homestead Valley Sanitary Dist CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630418,1SSO10038,Hopland PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630759,5SSO10968,Hughson CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645094,1SSO11419,Humboldt CSD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631092,1SSO11173,Humboldt State Univeristy CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256410,8SSO10578,Huntington Beach City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632001,4SSO10393,Huntington Park City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
726589,5SSO11302,Huron City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631789,4SSO10450,Hyperion CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
710322,9SSO11514,IRWD - El Toro CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
710337,8SSO11513,IRWD - OCSD Regional 1 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
710955,8SSO11518,IRWD - OCSD Regional 2 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631188,7SSO10519,Imperial City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630760,5SSO10969,Indian Rock Vineyards CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632002,4SSO10394,Industry City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632003,4SSO10395,Inglewood City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631557,8SSO10580,Inland Empire Utilities Agency CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630876,6SSO11150,Inyokern Csd CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630762,5SSO10970,Ironhouse Sanitary District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631113,7SSO11194,Ironwood State Prison CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632008,4SSO10396,Irwindale City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630765,5SSO10971,Isleton CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645115,5SSO11230,Ivanhoe PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645235,5SSO11303,Jamestown SD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630911,2SSO10145,Joint C&H-Cvsd Biological CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631598,9SSO10673,Julian Water Pollution Facil. CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630879,6SSO11151,June Lake PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631562,8SSO10582,Jurupa Community Services Dist CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645345,5SSO11446,Juvenile Justice Campus CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630773,5SSO10974,Kelseyville Co Water Works Dis & AD9-2 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631530,5SSO10737,Kern Sanitation Authority CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
656182,5SSO11473,Kern Valley State Prison CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645127,5SSO11234,Kettleman City WWTF CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632029,3SSO10278,King City Domestic CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630776,5SSO10975,Kirkwood Meadows CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630420,1SSO10040,Klamath CSD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630780,5SSO10976,Knights Landing CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630989,4SSO10502,LA City Bureau of Sanitation CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632009,4SSO10397,La Canada Flintridge City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630786,5SSO10978,La Contenta CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256411,8SSO10583,La Habra City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632011,4SSO10398,La Habra Heights City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632012,4SSO10399,La Mirada City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632017,4SSO10400,La Puente City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631169,4SSO10401,La Verne City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
711395,5SSO11602,Laborde Ranch- CSA 71.2 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632030,3SSO10279,Laguna County Sanitation District CS (N. SBarb County),SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630885,6SSO11152,Lake Arrowhead Community Services District Collection Sytem,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630796,5SSO10981,Lake Berryessa Resort CS,SSO,RT,TRANSIENT,FALSE,Yes,No,No,Yes
631282,5SSO10826,Lake California CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630801,5SSO10982,Lake Co Sanitation Dist AD9-1 & AD9-3 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631564,8SSO10585,Lake Hemet MWD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631283,5SSO10827,Lake Oroville Area PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
718635,8SSO11525,Lake Perris State Recreation Area CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
630421,1SSO10041,Lake Shastina Csd CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631210,7SSO10530,Lake Tamarisk CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630809,5SSO10984,Lake Wildwood CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630803,5SSO10983,Lake of The Pines CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631174,4SSO10402,Lakewood City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631531,5SSO10738,Lamont PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630916,2SSO10147,Las Gallinas CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631822,4SSO10460,Las Virgenes MWD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631511,5SSO10897,Lathrop CS to Manteca WQCF CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630812,5SSO10985,Lathrop Consolidated Treatment Facility CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645096,5SSO11306,Laton CSD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631181,4SSO10403,Lawndale City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645327,2SSO11445,Lawrence Berkeley National Laboratory CS,SSO,NR,n/a,FALSE,Yes,No,No,No
707171,5SSO11307,Le Grand CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630741,6SSO11108,Leavitt Lake Sew Trt Ponds CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630891,6SSO11154,Lee Vining CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
716154,5SSO11235,Lemon Cove CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
643382,9SSO11210,Leucadia Wastewater District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
711848,5SSO11603,Lewis Ranch CSA 71.1 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630820,5SSO10987,Lincoln CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
647589,5SSO11482,Lincoln Village Maintenance District CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630823,5SSO10988,Linda Co Wtr Dist CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630828,5SSO10989,Linden Co Water Dist CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630918,2SSO10148,Livermore City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645324,5SSO11309,Livingston City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
656278,5SSO11193,"Livoti, Zone 55",SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
723173,5SSO11529,Loafer Creek Campground CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
630839,5SSO10991,Lockeford CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630422,1SSO10042,Loleta CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631339,8SSO10554,Loma Linda City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631184,4SSO10404,Lomita City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632044,3SSO10284,Lompoc Regional Water Reclamat CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630895,6SSO11155,Lone Pine CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645129,4SSO11423,Long Beach Water Dept. CS (SSO program),SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
732513,3SSO11534,Lopez Lake Recreation Area CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
632045,3SSO10285,Los Alamos CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631606,9SSO10669,Los Alisos WRP CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630775,2SSO10110,Los Altos City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630921,2SSO10149,Los Altos Hills CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645338,5SSO11310,Los Banos City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
822813,3SSO18100,Los Osos Water Recycling Facility CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631535,5SSO10741,Lost Hills Utility District- CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631593,9SSO10675,Lower Moosa Canyon Recl Facil CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631742,5SSO10798,Loyalton CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631189,4SSO10407,Lynwood City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
643384,9SSO11384,MCRD CS,SSO,Federal: Collection System,COMMUNITY,TRUE,Yes,No,No,Yes
704517,5SSO11315,MD-19A Parkwood CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
704518,5SSO11311,MD-22A Oakhurst CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
704520,5SSO11317,MD-27 Goldside CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
656219,5SSO11318,MD-6 Lake Shore Park CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
704515,5SSO11320,MD-7 Marina View CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
704516,5SSO11316,MD-8A North Fork CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631536,5SSO10742,Malaga CWD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631831,4SSO10465,Malibu Mesa Zone of the CSMD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630902,6SSO11157,Mammoth Cwd CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631191,4SSO10408,Manhattan Beach City CS (SSO program),SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630423,1SSO10043,Manila Csd CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630850,5SSO10993,Manteca CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
705185,2SSO11508,Marconi Conference Center CS,SSO,NR,n/a,FALSE,Yes,No,No,No
631537,5SSO10743,"Maricopa, City Of CS",SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630928,2SSO10151,Marin Csd 5 - Tiburon Plant CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630931,2SSO10152,Marin Csd 5 Paradise Cove CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632049,3SSO10287,Marina Coast,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
646721,5SSO11326,Mariposa Co DON PEDRO SEWER ZONE 1 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
646986,5SSO11323,Mariposa Co YOSEMITE WEST CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631538,5SSO10744,Mariposa PUD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630744,6SSO11109,Markleeville Wstwtr Trtmnt Sys CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
823768,2SSO18111,Marshall Community CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
644948,5SSO11460,Martell CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630852,5SSO10994,Marysville CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631193,4SSO10409,Maywood City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630424,1SSO10044,Mckinleyville CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632050,3SSO10288,Meadowbrook CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631590,9SSO10676,Meadowlark CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630431,1SSO10045,Mendocino City CSD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
714954,1SSO11555,Mendocino County Waterworks District 2 CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
645095,5SSO11327,Mendota City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631540,5SSO10746,Mi-Wuk Village CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256417,8SSO10587,Michelson WRP CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630858,5SSO10997,Middletown Regional Waste Disp Fac CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
256419,8SSO10588,Midway City SD CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630935,2SSO10154,Mill Valley City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630938,2SSO10155,Millbrae City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630941,2SSO10156,Milpitas City CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
631292,5SSO10833,Mineral CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630433,1SSO10047,Miranda CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
632051,3SSO10289,Mission Hills La Purisima CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
797554,7SSO18102,Moabi Regional Park CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
630808,5SSO11001,Modesto CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630862,5SSO10100,Modesto Reservoir CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
630906,6SSO11158,Mojave CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
797558,6SSO18104,Mojave Narrows Regional Park CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
797561,6SSO18105,Mojave River Forks Regional Park CS,SSO,RE,TRANSIENT,FALSE,Yes,No,No,No
630825,5SSO11002,Mokelumne Hill CS,SSO,i,COMMUNITY,FALSE,Yes,No,No,Yes
