"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"5S","5SSO10885","Active","08/12/2022","Municipal (Public)","280","3,765,700","5,954,000","2",10,"4","1","2","2","10","0","0","1","0","0","2","0","1",0,0,"0","0","0","0","0","0","0","0","0","0","100","0",100,0,"0","1.6","0","lower","0","81","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","50","0","0","25","0","0","0","0",0,100,0,0,"0.5","81","11",".02",".04","WWTP same agency","CHWWTP","5A090102010",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10888","Active","09/20/2022","Municipal (Public)","210","20,500","12,500","3",2,"2","1","0","0","2","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"0.9","2","1.3","lower","0.5","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","1","5","0",0,100,0,1,"0.1","2","0.5",".0128",".0353","WWTP same agency","Cascade Shores T P","5sso10888",4,"No"," "," "," ",0,2,0,0,NA
"5S","5SSO10889","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10890","Active","12/28/2022","Municipal (Public)","111,600","8,578,144","200,000","5",11,"1","1","7","0","4","0","0","4","0","0","1","0","0",2,1,"48","0","35","0","12","0","4","0","1","0","0","0",100,0,"7","311.5","354.42","lower","177.25","31197","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","26","0","0","56","0","0","16","0",1,100,0,1,"0.5","214.23","22.02","3.5","15.6","SSS other agency","Delta Diablo","2071013001",1,"No"," "," "," ",0,36,0,3,NA
"5S","5SSO10891","Active","10/03/2022","Municipal (Public)","66,097","3,290,000","650,000","1",5,"0","1","0","1","5","0","2","1","0","0","0","0","0",0,0,"6","0","66","0","23","0","5","0","0","0","0","0",100,0,"0","243","154.66","lower","77.33","20416","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","18","0","0","78","1",2,100,1,2,"1","13.86","89","3.99","4.57","WWTP same agency","Brentwood WWTP","5B070101001",1,"No"," "," "," ",0,11,0,0,NA
"5S","5SSO10893","Active","05/26/2023","Municipal (Public)","81,610","5,946,880","14,461,649","0",9,"2","4","2","0","4","0","0","0","0","0","3","0","0",0,0,"65","26","18","4","12","40","5","0","0","0","0","30",100,100,"3.7","273.4","218","lower","109","24842","4","0","0","0","0","0","0","0","0","0","0","0","6","0","0","7","1","0","44","7","3","39","1",5,100,9,8,"4.6","35.8","46.5","7.1","31.9","WWTP other agency","Sacramento Regional County Sanitation District","5SSO11045",1,"Yes","No","Folsom State Prison (CS)","5SSO11192",1,76,5,1,NA
"5S","5SSO10894","Active","04/10/2023","Municipal (Public)","3,999","868,537","200,000","0",3,"0","1","0",NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,1,1,"45","100","15","0","34","0","0","0","0","0","6","0",100,100,"1.0","19","12","none","0","1450","0","0","0",NA,"0","0",NA,"0","0",NA,"0","0","50","0","1","10","0","1","10","0","2","30","0",4,100,0,8,"0.2","3","2","0.42","1.434","WWTP same agency","Ione WWTP","5SSO10894",1,"No"," "," "," ",0,1,0,1,NA
"5S","5SSO10895","Active","05/26/2023","Municipal (Public)","4,700","453,050","170,000","2",4,"1","1","5","0","1","0","0","0","0","0","0","0","0",3,1,"51","100","43","0","6","0","0","0","0","0","0","0",100,100,"1","25","15","none","0","2461","0","0","0","0","0","0","0","0","0","7","0","0","7","0","0","17","0","02","27","0","1","42","0",0,100,0,3,"2","4.6","4.6","0.31","3.6","WWTP same agency","City of Jackson, WWTP","5B030103001",1,"No"," "," "," ",0,0,0,1,NA
"5S","5SSO10896","Active","10/07/2022","Municipal (Public)","4,999","703,112","697,850","0",3,"1","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","75","45","20","5","5","0","0","0","0","0","0",100,100,"4.2","33","25","lower","10","1800","0","0","0","10","0","0","10","0","0","24","0","0","24","0","0","15","2","0","10","4","0","7","0",2,100,6,2,"0.2","4","1",".34","3.792","WWTP same agency","CLMSD","5SSO10896",1,"No"," "," "," ",0,1,0,0,NA
"5S","5SSO10897","Active","06/01/2023","Municipal (Public)","12,453","669,328","4,879,670","0.8",2.4,"0.4","0.4","0.8","0","0.4","0","0","0","0","0","0","0","0",0,0,"26","33","57","4","17","63","0","0","0","0","0","0",100,100,"7.5","33","31.0","lower","17.9","3154","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","50","1","0","35","7",1,100,8,1,"0","0","0","1.12","1.33","WWTP other agency","Manteca Water Quality Control Facility","R5-2015-0026",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO10898","Active","02/14/2023","Municipal (Public)","9,285","6,834,812","4,017,500","0",5,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","0","0","0","0","0","0","0","0","0","0",100,100,"4.9","25.1","25","none","0","2478","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","15","0","0","20","0","0","25","0",0,100,100,100,"0","0","0",".68",".74","WWTP same agency","City of Live Oak WWTP","0",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10900","Active","02/24/2023","Municipal (Public)","15,979","1,168,000","479,000","1",3,"1","1","2","0","0","0","0","0","0","0","0","0","0",1,0,"10","70","75","30","13","0","2","0","0","0","0","0",100,100,"3.9","61","0","none","0","5126","0","0","0","0","0","0","0","0","0","10","0","0","15","0","0","15","0","0","30","4","0","30","1",3,100,5,3,"0.5","3","0","1.0","1.1","WWTP same agency","Ripon Industrial & Domestic TP","5B390105001",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10901","Active","02/23/2023","Municipal (Public)","156,929","9,459,386","1,253,000","9",28,"5","2","4","0","8","0","0","4","0","0","2","0","0",1,1,"58","41","23","17","15","21","3","21","1","0","0","0",100,100,"6","476","225","none","0","47449","1","0","0","0","0","0","11","0","0","6","0","0","29","3","0","28","3","11","17","7","7","8","4",7,100,17,25,"8","124","22","21","85","WWTP other agency","SACRAMENTO REGIONAL CSD","5SSO11045",1,"Yes","No","CALIFORNIA STATE UNIVERSITY COLLECTION SYSTEM","5SSO10882",1,62,2,6,NA
"5S","5SSO10901-C","Active","02/23/2023","Municipal (Public)","139,174","8,737,634","655,000","5",16,"2","1","4","0","8","0","0","4","0","0","2","0","0",1,1,"4","1","44","0","28","12","11","1","13","86","0","0",100,100,"8","350","148","none","0","31267","2","0","0","2","0","0","34","0","0","28","0","0","7","2","2","6","0","0","9","0","0","12","2",0,100,4,2,"48","208","32","14","89","WWTP other agency","SACRAMENTO REGIONAL COUNTY SANITATION DISTRICT","5SS011045",1,"Yes","Yes","CITY OF SACRAMENTO COLLECTION SYSTEM","5SSO10901",1,0,0,0,NA
"5S","5SSO10903","Active","09/27/2022","Municipal (Public)","61,032","2,437,609","3,780,180","3",6,"1","1","1","1","6","3","1","1","0","0","2","0","0",1,0,"13","28","63","0","14","72","8","0","1","0","1","0",100,100,"5","204","178","lower","89","17413","1","0","0","0","0","0","5","0","0","8","0","0","11","0","0","31","0","0","25","1","0","19","1",0,100,2,0,"10","151","77","3.887","6.041","WWTP same agency","Woodland WPCF","5a570105001",1,"No"," "," "," ",0,1,0,0,NA
"5S","5SSO10906","Historical","10/05/2020","Municipal (Public)","2,359","1,132,800","398,097","2",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"75","25","15","0","9","75","0","0","0","0","1","0",100,100,"4","17","4","lower","4","1680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","2","9","5","0","0","1","0",1,100,2,10,"0","10","11",".235","2.1","WWTP same agency","clearlake oaks wwtp","5A170100002",1,"No"," "," "," ",0,0,4,0,NA
"5S","5SSO10907","Active","09/21/2022","Municipal (Public)","2,052","1,228,221","4,700,520","3",1,"1","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"41","100","40","0","19","0","0","0","0","0","0","0",100,100,"1.7","8.6","5.7","none","1","750","0","0","0","0","0","0","20","0","0","30","0","0","20","0","0","20","0","0","7","0","2","3","1",1,100,1,3,"0.2","10.3","10.3",".275",".8","WWTP same agency","City of Colfax","5A310101001",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10908","Active","02/24/2023","Municipal (Public)","6,345","500,000","250,000","5",5,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"60","0","30","100","10","0","0","0","0","0","0","0",100,100,"2.0","28.5","11.5","none","0","1868","0","0","0","0","0","0","10","0","0","40","0","0","10","2","3","15","0","0","10","0","0","15","0",0,100,2,3,"0","8.0","0","320,000","700,000","WWTP same agency","Wastewater Treatment Plant","CA0078999",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10910","Active","01/18/2023","Municipal (Public)","4,650","493,500","250,000","3",2,"1","3","3","0","2","1","0","1","0","0","2","1","0",6,3,"90","75","9","15","1","10","0","0","0","0","0","0",100,100,"10","30","32.2","lower","12","1856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","4","17","20","0","6","20","2",2,100,6,25,"2","1","1",".1627","1.","WWTP same agency","Copper Cove WWTP","WDR 5-00-136",1,"No"," "," "," ",0,0,4,0,NA
"5S","5SSO10912","Active","11/14/2022","Municipal (Public)","1,170,000","134,620,720","40,758,000","33",195,"35","18","29","5","26","0","3","26","1","1","22","2","2",0,0,"54","9","33","23","10","56","2","12","1","0","0","0",100,100,"86","3,110","3,094","lower","1,547","303541","1","0","0","0","0","0","0","0","0","0","0","0","14","3","0","35","19","3","25","28","10","25","35",8,100,85,21,"0","792","317","78","168","SSS same agency","Sacramento Regional CS","5SSO11045",3,"Yes","No","Livoti, Zone 55","5SSO11193",5,923,43,0,NA
"5S","5SSO10916","Active","03/21/2023","Municipal (Public)","1,465","381,343","0","0",3,"1","0","2","0","2","0","0","0","0","0","0","0","0",0,2,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.2","5.1","1.8","lower","1.8","373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","10","0","4","0","0",0,100,0,4,"0.3","1.7","1.",".045","0.281","WWTP same agency","Amador Water Agency","5SSO10916",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10918","Historical","08/18/2022","Municipal (Public)","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0","0","0","0","0","0","0","0","0","100","0",100,0,"0","0","0","none","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,100,0,0,"0","0","0",".01","0.01","WWTP same agency","Sheridan WWTP","N/A",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10920","Historical","11/04/2010"," ","280","0","0","0.",2,"1","1","0.","0.","1.","0","0.","0.","0.","0.","0.","0.","0.",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"0.","0.6","0.","none"," ","0"," "," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","100"," ",NA,NA,NA,NA,"0.","0.1","0."," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5S","5SSO10921","Active","05/17/2023","Municipal (Public)","70,717","10,149,093","3,578,948","3",1,"2","1","1","0","1","0","1","1","0","2","0","0","1",4,2,"37%","62%","36%","8","17%","30%","4%","N/A","4%","N/A","2","N/A",100,100,"6.5","164","134","lower","111.5","16427","0","0","0","0","0","0","5","0","0","5","0","0","9","0","0","24","1","0","44","1","3","13","1",0,100,3,3,"0","21.1","2.5","4.2","6.0","WWTP same agency","City of Davis","5SSO10921",1,"No"," "," "," ",0,4,1,0,NA
"5S","5SSO10922","Historical","10/08/2014","Military","1,400","n/a","n/a","1",2,"1","0","0","1","0","0","0","0","0","0","0","0","0",0,0,"30","0","30","0","40","1","0","0","0","0","0","99",100,100,"0.1","8.6","8.7","upperLower","8.7","34","0","0","0","0","0","0","0","0","0","0","0","0","80","0","2","13","0","0","2","0","0","5","0",0,100,0,2,"0","2.2","2.2","27,000","28,000","WWTP same agency","Defence Distribution San Joaquin","5B39070100",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10923","Active","07/15/2022","Municipal (Public)","35,292","3,765,700","5,954,000","5",6,"10","1","0","2","10","0","0","1","0","0","2","0","1",0,0,"63","53","23","7","10","13","4","10","0","0","0","17",100,100,"34.5","171.3","81.4","lower","81.4","9886","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","4","6","29","2","10","18","0",8,100,6,24,"80","56","35","2.04","7.09","WWTP same agency","DCWWTP","5B090102001",1,"No"," "," "," ",0,0,0,1,NA
"5S","5SSO10924","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10926","Active","08/08/2022","Prison","10","0","288,329","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"20","0","20","0","40","0","20","0","0","0","0","0",100,0,"0.5","2.5","0.8","upperLower","0.8","1700","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","10","0","0","10","0","0","0","0",0,100,0,0,"0.5","0.5","0.2",".45",".55","WWTP same agency","Deuel Vocational Institution","CA0078093",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10928","Historical","02/01/2017","Municipal (Public)","864","30,000","10,000","0",4,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"25","0","25","0","50","0","0","0","0","0","0","0",100,0,"0.8","21.6","13.5","none","21.6","715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",0,100,0,0,"1.5","10","0","35,000","35,000","SSS other agency","City of Patterson","5S50I019968",1,"No"," "," "," ",0,0,2,2,NA
"5S","5SSO10929","Active","12/12/2022","Municipal (Public)","16,790","3,000,000","3,000,000","5",3,"1","1","1","1","0","0","0","0","0","0","0","0","0",7,4,"0","0","80","0","20","100","0","0","0","0","0","0",100,100,"4","48","31","none","0","6157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","50","2","3","45","4",1,100,8,7,"5","4","0","1.4","1.24","WWTP same agency","Discovery Bay  Wastewater Plant","5B070105003",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10930","Historical","11/04/2010"," ","302","0","0","0",2,"1","1","0","0","1","0","0","0","0","0","0","0","0",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"0","0.7","0.","none"," ","0"," "," "," ","0"," "," ","0"," "," ","0"," "," ","75"," "," ","0"," "," ","25"," "," ","0"," ",NA,NA,NA,NA,"0","0.1","0"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5S","5SSO10931","Active","02/13/2023","Municipal (Public)","19,880","639,754","392,500","1",2,"0","1","2","2","1","0","0","0","0","0","0","0","0",1,1,"12","0","61","0","15","0","9","0","3","0","0","0",100,0,"0","84","74.5","none","0","6189","0","0","0","0","0","0","10","0","0","18","0","0","19","0","0","19","0","0","14","1","0","20","0",0,100,1,0,"5","11","15.5","1.142","1.513","WWTP same agency","City of Dixon","5SSO10931",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10932","Historical","08/29/2007"," ","100","99,000","0","0",0,"0","0","0"," ","0"," "," ","0"," "," ","0"," "," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"2.3","8.0","2.8","upperLower","2.8","98"," "," "," ","0"," "," ","0"," "," ","0"," "," ","50"," "," ","49"," "," ","1"," "," ","0"," ",NA,NA,NA,NA,"0","1","0"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5S","5SSO10933","Active","03/13/2023","Municipal (Public)","98","225,000","40,000","1",4,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"10","100","80","0","5","0","5","0","0","0","0","0",100,100,"2","13.5","10","none","0","245","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","63","0","0","20","0","6","12","0",0,100,0,6,"2","2.0","1.0",".13",".58","WWTP same agency","Donner Summit","CA0081621",1,"Yes","No","Serene Lakes","CA0081624",1,3,1,0,NA
"5S","5SSO10934","Active","01/18/2023","Municipal (Public)","635","77,910","250,000","3",2,"1","3","3","0","2","1","0","1","0","0","2","1","0",6,3,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"3.0","11.4","4.8","lower","1.1","255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0",0,100,0,1,"1.3","0.5","0.5",".0351",".1914","WWTP same agency","Douglas Flat/Vallecito WWTP","WDR 92-018",1,"No"," "," "," ",0,1,1,2,NA
"5S","5SSO10935","Active","01/19/2023","Municipal (Public)","151,901","1,800,560","2,250,000","10",18,"5","4","9","0","5","0","0","4","0","0","5","0","0",30,14,"59","11","20","48","12","41","7","0","2","0","0","0",100,100,"7.55","589.55","288.18","lower","288.18","53720","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","10","0","0","39","0","6","49","0",11,100,0,17,"8","283.48","49.13","17.5","43","WWTP same agency","Dry Creek","5A310106001",3,"Yes","No","SPMUD","5SSO11054",3,22,1,22,NA
"5S","5SSO10937","Historical","02/24/2014","Airport","46","23,578","0","2",1,"1","1","0","0","2","0","0","0","0","0","0","0","0",0,2,"0","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.","0","0.1","lower","0.1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","10","0",0,100,0,0,"0.3","0.3","0",".001",".002","SSS same agency","Amador Water Agency","5SSO10937",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10938","Active","10/30/2022","Municipal (Public)","103,078","2,834,679","12,950,000","3.3",31.1,"3.8","1.73","4","2","10","0","2","4","1","1","0","0","0",0,0,"16","2","60","6","15","92","8","0","1","0","0","0",100,100,"2","280","474","lower","237","41686","3","0","0","0","0","0","0","0","0","1","0","0","6","0","0","34","1","0","38","3","0","18","3",0,100,7,0,"8.7","118","48","6.96","8.49","WWTP same agency","Easterly CS","5SSO10938",1,"Yes","No","California State Prison, Solano CS","5SSO11184",2,42,6,13,NA
"5S","5SSO10939","Historical","08/29/2008"," ","106","300,000","300,000","0",47,"5","3","0"," ","2"," "," ","0"," "," ","0"," "," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"0","0.4","0.3","upperLower","0.3","22"," "," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","10"," "," ","80"," "," ","10"," ",NA,NA,NA,NA,"0","0.4","0.4"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5F","5SSO10940","Active","01/25/2023","Municipal (Public)","9,300","1,119,067","60,000","1",3,"1","1","2","0","0","0","0","0","0","0","0","0","0",1,0,"45","0","40","0","10","0","5","0","0","0","0","0",100,0,"0","30","22","none","0","2800","0","0","0","0","0","0","0","0","0","10","0","0","40","0","0","30","0","1","15","0","0","5","0",0,100,0,1,"0","16.10","4.7","0.509",".509","WWTP same agency","City of Taft","5SSO10940",1,"Yes","No","Kern Sanitation Authority","5SSO10730",1,5,0,0,NA
"5S","5SSO10941","Active","07/15/2022","Municipal (Public)","34,935","3,765,700","5,954,000","5",6,"10","1","0","2","10","0","0","1","0","0","2","0","1",0,0,"67","36","20","10","10","31","2","0","0","0","1","23",100,100,"19.4","230.4","105","lower","105","14211","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","3","29","7","14","44","6",2,100,14,19,"10","56","35","1.85","6.8","WWTP same agency","EDHWWTP","5B090102005",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10942","Historical","03/25/2015","Other","3,600","535,000","0","3",0,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"75","00","25","0","0","0","0","0","0","0","0","0",100,0,"0","15","15","none","0","1488","0","0","0","0","0","0","0","0","0","0","0","0","80","0","0","20","0","0","0","0","0","0","0",0,100,0,0,"0","15","n/a","20.200","35.982","WWTP other agency","City of Modesto","n/a",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10944","Active","02/08/2023","Municipal (Public)","7,475","2,031,246","70,800","1",7,"2","1","3","0","1","0","0","0","0","0","0","0","0",0,0,"36","0","43","0","21","0","0","0","0","0","0","0",100,0,"0.1","28.4","0","none","0","2443","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","25","5","0","25","0","0","25","0",0,100,5,0,"1.4","19.5","19","0.52","0.53","WWTP same agency","City of Escalon","na",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10945","Active","08/02/2022","Municipal (Public)","3,664","776,733","552,000","1",2,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"40","0","40","0","20","0","0","0","0","0","0","0",100,0,"0","8.8","8.5","lower","1.5","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","20","0","0","30","0",0,100,0,0,"1","10","5",".190",".250","WWTP same agency","Esparto CSD","na",4,"No"," "," "," ",0,0,0,3,NA
"5S","5SSO10946","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10949","Active","01/18/2023","Municipal (Public)","1,350","168,840","250,000","3",2,"1","3","3","0","2","1","0","1","0","0","2","1","0",6,3,"95","65","5","25","0","10","0","0","0","0","0","0",100,100,"0.6","13","11.4","lower","5.5","640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","3","15","0","0","5","0",0,100,100,3,"1","1","1",".0475",".310","WWTP same agency","Forest Meadows WWTP","WDR 5-00-066",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10951","Active","11/16/2022","Municipal (Public)","26,000","4,136,495","250,000","6",1,"1","1","2","1","3","0","1","1","0","0","0","0","0",0,0,"30","13","53","4","14","43","3","40","0","0","0","0",100,100,"6.15","84.25","43.9","none","0","7500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","4","1","64","2","0","11","3",0,100,9,1,"0","14.6","3.23","1.8","4.36","WWTP same agency","City of Galt Wastewater Treatment Plant and Reclam","5B340101001",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10952","Active","03/21/2023","Municipal (Public)","197","99,387","0","0",3,"1","0","2","0","2","0","0","0","0","0","0","0","0",0,2,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"0.2","1.3","0.3","lower","0.3","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0",0,100,0,1,"0.3","0.3","0",".005",".013","WWTP same agency","Amador Water Agency","5SSO10952",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10953","Active","01/11/2023","Park (w/Campground)","2,500","125,000","150,000","0",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",1,1,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"2","0.5","0.5","upperLower","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","70","0",0,100,0,0,"0","0.1","0.1","1,000","1,000","WWTP same agency","Glory hole","5ss010953",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10954","Active","08/12/2022","Municipal (Public)","120","3,765,000","594,000","2",10,"4","1","2","2","10","0","0","1","0","0","2","0","1",0,0,"0","0","0","0","0","0","0","0","0","0","100","0",100,0,"0","0.9","0","lower","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","50","0","0","0","0",0,100,0,0,"0.1","81","11",".01",".01","WWTP same agency","GRF","5A090102008",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10958","Active","03/06/2023","Municipal (Public)","12,500","1,325,000","1,310,000","3",2,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"74","100","13","0","11","0","2","0","0","0","0","0",100,100,"2.7","61.5","100","none","0","4345","0","0","0","20","0","0","4","0","0","4","0","0","4","0","0","25","0","0","37","0","3","6","3",1,100,3,4,"0","23","1","1.06","6.5","WWTP same agency","City of Grass Valley Wastewater Treatment Plant","5A290100001",1,"No"," "," "," ",0,37,4,0,NA
