"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"5S","5SSO10959","Historical","12/21/2022","Municipal (Public)","1,077","108,550","0","0",2,"1","1","1","0","1","0","0","2","0","0","0","0","0",2,2,"5","100","95","0","0","0","0","0","0","0","0","0",100,100,"0.6","2.6","1.1","none","0","241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","0","0","17","0","0","0","1",0,100,1,0,"0.1","0","0",".072","1.1","WWTP same agency","Grayson Treatment Facility","93-088",1,"No"," "," "," ",0,0,0,0,NA
"5F","5SSO10961","Active","06/22/2023","Municipal (Public)","1,828","2,475,767","2,903,353","1",6,"1","1","4","1","0","0","1","2","0","1","0","0","0",0,0,"50","75","25","10","25","15","0","0","0","0","0","0",100,100,"7","35","0","none","0","1564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","1","15","1","0","0","1","0",0,100,1,15,"10","3.5","3",".119",".310","WWTP same agency","GCSD","5SSO10961",1,"No"," "," "," ",0,6,1,0,NA
"5S","5SSO10963","Historical","07/09/2020","Municipal (Public)","2,000","370,000","74,730","1",2,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"45","0","40","0","15","0","0","0","0","0","0","0",100,0,"0.1","5.5","11","lower","0","667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","1","0","1","0","0","9","0",0,100,1,0,"0","5.5","0.5",".13",".5","WWTP same agency","Hamilton City Community Services District","5SSO10963",1,"No"," "," "," ",0,0,0,1,NA
"5S","5SSO10964","Active","04/30/2019","Municipal (Public)","240","24,000","0","1",8,"1","1","0","0","0","0","0","0","0","3","0","0","1",0,0,"44","100","56","0","0","0","0","0","0","0","0","0",100,100,"0.5","0.8","0.5","none","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0",0,100,0,1,"0","0","0","0.0102","0.029","WWTP same agency","Hammonton Gold Village WWTP","5A581007001",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10965","Active","01/30/2023","Municipal (Public)","10,681","693,848","500,000","2",10,"1","1","2","1","2","0","1","1","0","0","0","0","0",0,0,"72","100","13","0","10","0","5","0","0","0","0","0",100,100,"0.25","48.57","40","none","0","3348","0","0","0","0","0","0","5","0","0","5","0","0","25","0","0","40","0","2","15","0","0","10","0",2,100,0,4,"5","5","5","2.3","5.7","WWTP same agency","Hangtown Creek Water Reclamation Facility","CA0078956",1,"No"," "," "," ",0,45,0,2,NA
"5S","5SSO10966","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10967","Active","04/17/2023","Municipal (Public)","6,235","1,932,541","532,500","2",4,"1","1","0","0","1","0","0","2","0","0","0","0","0",0,0,"40","70","0","15","60","15","0","0","0","0","0","0",100,100,"1.5","15.6","15","lower","7.1","1497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","85","2","4","0","0",2,100,2,6,"1","1","1",".173",".864","WWTP same agency","Hidden Valley Lake CSD","5SSO10967",1,"No"," "," "," ",0,1,1,0,NA
"5S","5SSO10968","Active","09/13/2022","Municipal (Public)","7,800","3,500,000","0","0",3,"0","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"26","0","43","16","21","0","10","84","0","0","0","0",100,100,"2","23","3.5","none","0","2080","0","0","0","0","0","0","19","0","0","0","0","0","4","0","0","7","0","0","24","0","0","46","1",0,100,1,0,"1","15","2",".6","1.1","WWTP same agency","City of Hughson","5C500101002",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10969","Active","01/18/2023","Municipal (Public)","100","12,600","250,000","3",2,"1","3","3","0","2","1","0","1","0","0","2","1","0",6,3,"0","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.9","0","0.4","lower","0.1","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0",0,100,0,0,"0.5","0","0",".0034",".08","WWTP same agency","Indian Rock WWTP","WDR 90-259",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO10970","Active","04/05/2023","Municipal (Public)","47,070","3,753,527","1,000,000","2",6,"1","1","1","0","4","0","0","2","0","0","2","0","0",0,0,"4","41","84","26","10","33","2","0","0","0","0","0",100,100,"18.3","132","80","none","0","15949","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","10","2","13","65","2","6","16","2",6,100,6,25,"0","18.6","19","2.4","3.75","WWTP same agency","Water Recycling Facility","5SS010970",1,"No"," "," "," ",0,0,2,1,NA
"5S","5SSO10971","Active","05/23/2023","Municipal (Public)","945","260,000","160,000","1",1,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"15","0","60","0","25","0","0","0","0","0","0","0",100,0,"0","2.8","3.9","lower","2.3","410","0","0","0","0","0","0","0","0","0","15","0","0","15","0","0","40","0","0","0","0","0","30","0",0,100,0,0,"0","0","0","0.074","0.178","WWTP same agency","City of Isleton","5B340103001",1,"No","No"," "," ",1,0,0,0,NA
"5S","5SSO10974","Active","09/28/2022","Municipal (Public)","2,089","933,576","2,550,449","2",5,"1","4","0","0","0","0","0","0","0","0","0","0","0",0,0,"61","85","35","10","0","0","0","0","0","0","4","5",100,100,"12.14","12.44","7","lower","4","935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","1","5","18","0","0","4","0",0,100,1,5,"0","12.3","3.4",".180",".362","WWTP same agency","Kelseyville Watsewater Plant","5SSO10974",1,"No"," "," "," ",0,5,4,0,NA
"5S","5SSO10975","Active","01/04/2023","Municipal (Public)","5,000","115,000","40,000","1",1,"1","1","1","0","0","0","0","0","0","0","0","0","0",1,0,"40","100","60","00","0","0","0","0","0","0","0","0",100,100,"1","8","2","none","0","711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","35","1","0","35","0",1,100,1,1,"0","4","4",".035",".19","WWTP same agency","KMPUD",NA,1,"No"," "," "," ",0,0,2,0,NA
"5S","5SSO10976","Active","11/06/2018","Municipal (Public)","1,300","7,500","0","0",1,"0","0","0","0","1","0","0","0","0","0","0","0","0",0,0,"39","0","50","0","11","0","0","0","0","0","0","0",100,0,"0","4.7","1.2","none","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","1","0","0","0","0","10","0",0,100,1,0,"0","0","0",".0830",".109","SSS same agency","Knights Landing Service District","unknown",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10978","Active","01/18/2023","Municipal (Public)","2,550","259,875","250,000","3",2,"1","3","3","0","2","1","0","1","0","0","2","1","0",6,3,"90","1","8","0","2","99","0","0","0","0","0","0",100,100,"2.1","17.8","21","lower","4.4","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","35","0","1","15","1",2,100,1,3,"4","0","0",".147","1.58","WWTP same agency","La Contenta WWTP","WDR 95-177",1,"No"," ","La Contenta WWTP"," ",0,3,1,0,NA
"5S","5SSO10980","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10981","Active","05/23/2023","Municipal (Public)","500","300,000","1,600,000","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"70","100","20","0","10","0","0","0","0","0","0","0",100,100,"1.5","7.0","2.5","lower","1.2","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","1","3","0","0","0","5","0",1,100,1,4,"2.8","0.1","0","0.020","0.290","SSS same agency","Lake Berryessa Resort Improvement District","5SSO10981",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10982","Active","09/28/2022","Municipal (Public)","490","175,229","0","2",5,"1","4","0","0","0","0","0","0","0","0","0","0","0",0,0,"64","100","10","0","0","0","0","0","0","0","26","0",100,100,"2.45","3.73","1.4","lower","0.7","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","1","4","10","0",0,100,1,4,"0","1","0",".03",".06","WWTP other agency","City of Lakeport","5SSO10982",1,"No"," "," "," ",0,2,4,0,NA
"5S","5SSO10983","Active","09/20/2022","Municipal (Public)","4,790","360,000","63,000","3",2,"2","1","0","0","2","0","0","0","0","0","0","0","0",0,0,"98","100","1","0","1","0","0","0","0","0","0","0",100,100,"2","26","29","lower","11","1925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","12","0","20","0","0","0","0",0,100,12,0,"1","34","5",".317",".863","WWTP same agency","Lake of the Pines Treatment Plant","5sso10983",4,"No"," "," "," ",0,4,0,0,NA
"5S","5SSO10984","Active","05/22/2023","Municipal (Public)","7,080","780,000","30,000","3",2,"2","1","0","0","2","0","0","0","0","0","0","0","0",0,0,"98","100","1","0","1","0","0","0","0","0","0","0",100,100,"2","41","43","lower","16","2915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","14","0","10","0","0","0","0",0,100,14,0,"3","43","5",".313","1.041","WWTP same agency","LWWTP","5sso10984",4,"No"," "," "," ",0,5,2,0,NA
"5S","5SSO10985","Active","06/02/2023","Municipal (Public)","26,627","2,115,446","0","1.2",3.6,"0.6","0.6","1.2","0","0.6","0","0","0","0","0","0","0","0",0,0,"5","14","65","16","23","70","7","0","0","0","0","0",100,100,"13","82","65.2","lower","32.6","5736","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","85","6",0,100,7,0,"0","3.3","0","1.1","2.3","WWTP same agency","LCTF","R5-2016-0028-01",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO10986","Historical","09/22/2011"," ","150","36,000","36,000","0",0,"0","1","0","0","0","0","0","0","0","0","0","0","0",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"0","1.1","0.4","upperLower","0.4","60"," "," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","95"," "," ","2"," "," ","3"," ",NA,NA,NA,NA,"0","0.5","0.5"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5S","5SSO10987","Active","05/15/2023","Municipal (Public)","50,649","8,933,822","1,105,000","0",6,"1","1","1","0","5","0","0","1","0","0","0","0","0",0,0,"39","13","42","0","13","14","3","0","3","73","0","0",100,100,"17.72","222.15","165","lower","78","25151","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","2","0","0","19","1","3","74","2",3,100,3,6,"1","42","6","3","5","WWTP same agency","Lincoln Wastewater Treatment Reclaimation Facility","R5-2014-0007",1,"No","No"," "," ",1,32,2,0,NA
"5S","5SSO10988","Active","02/28/2023","Municipal (Public)","18,500","621,000","2,274,100","2",4,"3","2","1","0","1","0","0","2","0","0","0","0","0",2,1,"30","20","25","20","20","60","25","0","0","0","0","0",100,100,"0.5","51","15","none","0","5150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","3","2","0","1","0","40","2",2,100,6,4,"0","10.0","1.0","1.25","6.5","WWTP same agency","Linda County Water District","N/A",1,"Yes","No","City of Marysville","5A580101001",1,0,0,0,NA
"5S","5SSO10989","Active","01/11/2023","Municipal (Public)","1,450","305,222","50,000","1",2,"1","1","0","2","0","0","0","0","0","0","0","0","0",1,1,"22","50","51","50","27","0","0","0","0","0","0","0",100,100,"3","11","2","none","0","564","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","10","0","0","30","0","0","20","1",0,100,1,0,"0","1.0","1.0",".92",".155","WWTP same agency","LCWD WWTP","5SSO10989",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10990","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10991","Active","04/14/2023","Municipal (Public)","2,300","463,000","80,000","0",4,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","65","50","35","0","0","0","0","0","0","0","0",100,100,"2.2","12","20","lower","12","1200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","2","1","60","0","1","5","0",0,100,2,2,"0.5","9","0.5",".178",".200","WWTP same agency","Lockeford community Services District","na",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO10993","Active","12/22/2022","Municipal (Public)","85,878","1,904,000","19,500,000","3",4,"2","1","3","0","5","0","0","0","0","0","1","0","0",0,0,"48","29","20","0","13","71","6","0","1","0","12","0",100,100,"8","300","144","lower","72","20000","0","0","0","0","0","0","0","0","0","5","1","0","25","1","0","45","0","0","15","7","1","10","6",0,100,15,1,"1","16.07","13.39","7.4","12.0","WWTP same agency","City of Manteca Water Quality CP","5SSO10993",1,"Yes","No","City of Lathrop","5SSO10897",2,0,0,2,NA
"5S","5SSO10994","Active","05/11/2023","Municipal (Public)","12,250","3,583,638","419,277","1",1,"2","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"10","0","62","0","28","100","0","0","0","0","0","0",100,100,"4.2","37","0","none","0","5250","0","0","0","0","0","0","3","0","0","18","0","0","18","2","0","40","1","0","10","2","0","11","0",1,100,5,1,"2","10","2","1.0","2.3","WWTP other agency","Linda County Water Agency WWTP","5SSO10994",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO10995","Historical","09/20/2022","Municipal (Public)","1,300","368,195","66,483","1",2,"1","1","0","0","0","0","0","0","0","0","1","0","0",0,2,"80","0","20","0","0","0","0","0","0","0","0","0",100,0,"0","4.3","4.3","upperLower","4.3","400","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","15","0","0","5","0","0","5","0",0,100,0,0,"0","0.5","1",".1211",".1344","WWTP same agency","Maxwell PUD WWTP","None",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO10997","Active","09/28/2022","Municipal (Public)","1,117","351,459","4,751,250","2",5,"1","4","0","0","0","0","0","0","0","0","0","0","0",0,0,"98","100","2","0","0","0","0","0","0","0","0","0",100,100,"8.58","13.39","12","lower","5.6","621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","1","2","5","0",0,100,1,2,"0","9.3","4.6",".124",".343","WWTP same agency","Middletown Treatment Plant","5SSO10997",1,"No"," "," "," ",0,0,7,0,NA
"5S","5SSO10998","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO10999","Historical","02/23/2016","Municipal (Public)","440","50,000","12,000","1",11,"2","1","0","1","0","2","0","1","0","0","3","2","0",4,3,"0","100","0","0","0","0","0","0","0","0","0","0",100,100,"2.4","0","3.7","lower","0.9","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","1","20","0",0,100,0,1,"0.5","0","0",".0122",".025","WWTP same agency","Arnold WWTP","WDR 97-073",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11001","Active","01/31/2023","Municipal (Public)","218,771","7,305,124","47,032,000","8",33,"3","1","7","1","17","2","19","4","0","0","3","0","4",4,4,"59","16","18","5","12","34","6","4","5","41","0","0",100,100,"7.4","648","0","none","0","59903","0","0","0","5","0","0","5","0","0","15","0","0","15","1","0","15","0","0","20","14","13","25","8",4,100,23,17,"3","402","59","18","75","WWTP same agency","Modesto WWTP","0079103",1,"Yes","No","Ceres CS","5SSO10721",1,0,1,7,NA
"5S","5SSO11002","Active","02/22/2023","Municipal (Public)","800","0","0","1",2,"2","1","1","1","0","0","0","0","0","0","1","0","0",2,2,"20","20","75","80","0","0","0","0","0","0","5","0",100,100,"0.6","3.6","0","none","0","357","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","1","5","0","1","85","0",0,100,0,2,"0.1","0.1","2","0.025","0.150","WWTP same agency","Mokelumne Hill WWTP","5B050101001",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11003","Active","02/22/2023","Municipal (Public)","23,000","150,000","100,000","0",3,"1","1","0","0","0","0","0","0","0","0","1","0","0",1,1,"4","0","90","0","4","0","1","0","0","0","1","0",100,0,"0","55.1","12","none","0","5600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",0,100,0,0,"0","18.5","0","1.40","1.8","WWTP same agency","Mt House WWTP","5SSO11003",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11004","Historical","10/31/2007","Municipal","5,000","10,000","10,000","0",1,"0","1","0"," ","0"," "," ","0"," "," ","0"," "," ",NA,NA," "," "," "," "," "," "," "," "," "," "," "," ",NA,NA,"0","15","12","none"," ","2500"," "," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","0"," "," ","100"," ",NA,NA,NA,NA,"0","5","0"," "," "," "," "," ",0," "," "," "," ",0,NA,NA,NA,NA
"5S","5SSO11005","Active","07/03/2023","Prison","5,000","100,000","100,000","0",8,"3","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","50","0","0","50","50","0","0","0","0","0","0",100,100,"1","3","5","upperLower","5","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","1","2","1","0",1,100,1,3,"0","1","1",".5",".7","WWTP same agency","Mule Creek, WWTP","5SSO11005",4,"Yes","Yes","preston","5SSO11005",1,1,1,0,NA
"5S","5SSO11006","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"5S","5SSO11007","Active","12/07/2022","Municipal (Public)","2,213","753,313","648,837","1",2,"1","1","1","0","0","0","0","0","0","0","0","0","0",1,1,"55","50","35","50","10","0","0","0","0","0","0","0",100,100,"2","11.9","5","none","0","800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","30","0","0","10","0",0,100,0,0,"0","14","13","125",".9","SSS same agency","MSD","5SSO11007",1,"No"," "," "," ",0,7,2,0,NA
"5S","5SSO11008","Active","05/23/2023","Municipal (Public)","675","500,000","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"60","100","35","0","5","0","0","0","0","0","0","0",100,100,"1.5","5.1","4.7","lower","1.8","561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","3","0","0","0","0","0",0,100,1,3,"0.9","0","0","0.027","0.210","SSS same agency","Napa Berryessa Resort IMP Dist","5SSO11008",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO11011","Active","08/12/2022","Municipal (Public)","3,068","267,815","220,000","1",5,"1","3","0","1","1","0","0","0","0","0","0","0","0",0,0,"52","0","26","0","22","0","0","0","0","0","0","0",100,0,"0","20.5","32","lower","16","1380","2","0","0","25","0","0","10","0","0","10","0","0","10","0","0","15","0","0","16","0","0","12","0",0,100,0,0,"0","2","0.5",".380",".650","WWTP same agency","Nevada City Wastewater Plant","CA0079901",1,"No"," "," "," ",0,2,0,0,NA
"5S","5SSO11012","Active","08/23/2022","Park (w/Campground)","950","3,000","1,000","2",3,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"0.4","0.6","0","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","4","0","0","0","0","0",0,100,0,4,"0","0","0","4,389","1","SSS same agency","New Hogan Project","5sso11012",4,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11014","Active","05/22/2023","Municipal (Public)","110","21,000","2,000","3",2,"2","1","0","0","2","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,100,"0.5","2","0.8","lower","0.3","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","1","5","0",0,100,0,1,"0.1","2","0.2",".0128",".053","WWTP same agency","NSJTP","5sso11014",4,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11015","Active","09/29/2022","Municipal (Public)","9,112","2,382,434","568,385","2",4,"1","4","0","0","0","0","0","0","0","0","0","0","0",0,0,"63","20","25","42","7","25","0","0","0","0","5","13",100,100,"16","70.6","34","lower","17","4220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","2","50","9","10","20","0",2,100,9,14,"10","3","15","0.9","6.97","WWTP same agency","NW Treatment Plant","5A17010400",1,"No"," "," "," ",0,40,18,0,NA
"5S","5SSO11017","Active","02/24/2023","Municipal (Public)","23,274","3,600,000","9,500,000","3",4,"1","2","1","0","0","0","0","0","1","0","0","0","0",3,0,"31","54","42","15","25","31","2","0","0","0","0","0",100,100,"2","70","55","none","0","7316","0","0","0","0","0","0","5","0","0","8","0","0","14","0","0","18","1","1","20","2","5","35","1",1,100,4,7,"4","5","3","1.5","6.3","WWTP same agency","City of Oakdale WWTP","5C500104001",1,"No"," "," "," ",0,0,1,0,NA
"5S","5SSO11018","Historical","05/14/2016","Municipal (Public)","560","12,000","5,000","0",0.3,"0.5","0.1","0","0","0","0","0","0","0","0","0","0","0",0,0,"53","100","27","0","20","0","0","0","0","0","0","0",100,100,"0.7","4.0","4.0","lower","2.7","483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",3,100,0,3,"0","4.0","4.0","0.3","0.4","WWTP same agency","OLWD","5SS011018",1,"Yes","No","Oakwood Shores MHP",NA,1,0,0,0,NA
"5S","5SSO11019","Historical","07/18/2022","Municipal (Public)","19,509","240,000","60,000","3",1,"1","0","1","0","0","0","0","0","0","0","0","0","0",1,0,"34","21","44","9","16","18","2","51","3","0","1","1",100,100,"8","32","45","none","0","7200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","5","30","0","3","50","3",7,100,4,15,"1","1.25","1.25","1.41","4.0","WWTP same agency","Olivehurst PUD","5SSO11019",1,"No"," "," "," ",0,0,0,0,NA
"5S","5SSO11020","Active","06/29/2023","Municipal (Public)","476","306,000","0","0",30,"4","3","0","0","1","0","0","0","0","0","0","0","0",0,0,"15","0","85","0","0","0","0","0","0","0","0","0",100,0,"0","1.4","0.7","upperLower","0.7","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","60","0","0","35","0",0,100,0,0,"0","1.4","1.4","0.0001","0.05","WWTP same agency","Pardee Recreation WWTP","5B031009001",1,"No"," "," "," ",0,0,0,0,NA
